_id,INC_IR_NO,INC_IA_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_BEAT,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,HIGHEST_SHOW_FORCE,SHOW_FORCE_COUNT
4020,202501568805,SOF25-3153,2025-10-29 19:00:00,2025,19:00:00,Wednesday,413,2XXX Gaby Road,Phoenix,AZ,85041.0,South Mountain Precinct,46746.0,Male,38.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Impact Munitions,1
4021,202501572092,SOF25-3155,2025-10-29 13:06:00,2025,13:06:00,Wednesday,413,4XXX South 35th Avenue,Phoenix,AZ,85009.0,South Mountain Precinct,71900.0,Male,52.0,50s,White,Hispanic,White,Criminal Felony,Gun,1
4022,202501573071,SOF25-3166,2025-10-29 16:46:00,2025,16:46:00,Wednesday,931,2XXX West Cactus Road,Phoenix,AZ,85029.0,Cactus Park Precinct,71989.0,Male,24.0,20s,White,Non-Hispanic,White,Criminal Felony,Impact Munitions,1
4023,2025001571386,SOF25-3184,2025-10-29 10:15:00,2025,10:15:00,Wednesday,915,2XXX West Bethany Home Road,Phoenix,AZ,85017.0,Cactus Park Precinct,72047.0,Male,27.0,20s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4024,240001523476,SOF25-3258,2025-10-29 10:55:00,2025,10:55:00,Wednesday,421,2XXX South 5th Place,Phoenix,AZ,85042.0,Out of City,72317.0,Male,24.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4025,240001523476,SOF25-3258,2025-10-29 10:55:00,2025,10:55:00,Wednesday,421,2XXX South 5th Place,Phoenix,AZ,85042.0,Out of City,72346.0,Male,25.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
4026,202501574394,SOF25-3156,2025-10-30 21:54:00,2025,21:54:00,Thursday,834,4XXX West Summerside Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,71959.0,Male,51.0,50s,White,Non-Hispanic,White,No Charge,Gun,1
4027,202501574394,SOF25-3156,2025-10-30 21:54:00,2025,21:54:00,Thursday,834,4XXX West Summerside Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,71961.0,Female,50.0,50s,White,Non-Hispanic,White,No Charge,Gun,1
4028,202501574394,SOF25-3156,2025-10-30 21:54:00,2025,21:54:00,Thursday,834,4XXX West Summerside Road,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,71963.0,Female,24.0,20s,White,Non-Hispanic,White,No Charge,Gun,1
4029,202501580350,SOF25-3157,2025-10-30 04:48:00,2025,04:48:00,Thursday,831,1XXXX West Watkins Street,Tolleson,AZ,85353.0,Maryvale/Estrella Precinct,71965.0,Male,45.0,40s,White,Hispanic,White,Criminal Felony,Gun,1
4030,202501575335,SOF25-3167,2025-10-30 05:30:00,2025,05:30:00,Thursday,Maricopa,6XXX North 51st Avenue,Glendale,AZ,85301.0,Out of City,66654.0,Male,15.0,<20,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
4031,202501575335,SOF25-3167,2025-10-30 05:30:00,2025,05:30:00,Thursday,Maricopa,6XXX North 51st Avenue,Glendale,AZ,85301.0,Out of City,71995.0,Male,13.0,<20,White,Non-Hispanic,White,Criminal Felony,Gun,1
4032,202501575902,SOF25-3168,2025-10-30 08:42:00,2025,08:42:00,Thursday,924,3XXX West Peoria Avenue,Phoenix,AZ,85029.0,Cactus Park Precinct,71997.0,Male,28.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4033,202501575314,SOF25-3169,2025-10-30 05:05:00,2025,05:05:00,Thursday,914,4XXX West Glendale Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,71999.0,Male,22.0,20s,White,Hispanic,White,Criminal Felony,Taser,1
4034,202501579071,SOF25-3178,2025-10-30 20:05:00,2025,20:05:00,Thursday,224,1XXX West Helena Drive,Phoenix,AZ,85023.0,Black Mountain Precinct,72027.0,Male,30.0,30s,White,Non-Hispanic,White,Criminal Misdemeanor,Taser,1
4035,202501577325,SOF25-3214,2025-10-30 14:04:00,2025,14:04:00,Thursday,732,4XXX North Central Avenue,Phoenix,AZ,85012.0,Mountain View Precinct,72164.0,Male,32.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4036,202501577703,SOF25-3227,2025-10-30 15:25:00,2025,15:25:00,Thursday,633,5XXX Everett Drive,Scottsdale,AZ,85254.0,Desert Horizon Precinct,72237.0,Female,23.0,20s,White,Non-Hispanic,White,No Charge,Gun,1
4037,250001508980,SOF25-3259,2025-10-30 18:58:00,2025,18:58:00,Thursday,736,1XXX East Cypress Street,Phoenix,AZ,85006.0,Mountain View Precinct,72357.0,Male,18.0,<20,White,Hispanic,White,Criminal Felony,Gun,1
4038,250001508980,SOF25-3259,2025-10-30 18:58:00,2025,18:58:00,Thursday,736,1XXX East Cypress Street,Phoenix,AZ,85006.0,Mountain View Precinct,72359.0,Male,28.0,20s,White,Hispanic,White,No Charge,Gun,1
4039,250001567748,SOF25-3441,2025-10-30 11:57:00,2025,11:57:00,Thursday,923,9XXX North 31st Avenue,Phoenix,AZ,85051.0,Cactus Park Precinct,71944.0,Male,19.0,<20,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4040,202501583502,SOF25-3171,2025-10-31 19:23:00,2025,19:23:00,Friday,914,6XXX North 35th Avenue,Phoenix,AZ,85017.0,Cactus Park Precinct,72003.0,Male,36.0,30s,White,Non-Hispanic,White,No Charge,Gun,1
4041,202501581249,SOF25-3180,2025-10-31 11:00:00,2025,11:00:00,Friday,222,2XXX West Bell Road,Phoenix,AZ,85023.0,Black Mountain Precinct,72029.0,Male,40.0,40s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4042,202501579848,SOF25-3182,2025-10-31 23:45:00,2025,23:45:00,Friday,813,7XXX West Devonshire Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,72036.0,Male,30.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
4043,202501579848,SOF25-3182,2025-10-31 23:45:00,2025,23:45:00,Friday,813,7XXX West Devonshire Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,72038.0,Female,32.0,30s,White,Non-Hispanic,White,Criminal Misdemeanor,Gun,1
4044,202501561275,SOF25-3183,2025-10-31 16:37:00,2025,16:37:00,Friday,724,1XXX West Bethany Home Road,Phoenix,AZ,85015.0,Mountain View Precinct,72040.0,Male,24.0,20s,White,Hispanic,White,No Charge,Gun,1
4045,202501580866,SOF25-3191,2025-10-31 09:44:00,2025,09:44:00,Friday,Maricopa,1XXX West Fairmont Drive,Tempe,AZ,85282.0,Out of City,72063.0,Male,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4046,202501580866,SOF25-3191,2025-10-31 09:44:00,2025,09:44:00,Friday,Maricopa,1XXX West Fairmont Drive,Tempe,AZ,85282.0,Out of City,72065.0,Female,24.0,20s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
4047,202501580866,SOF25-3191,2025-10-31 09:44:00,2025,09:44:00,Friday,Maricopa,1XXX West Fairmont Drive,Tempe,AZ,85282.0,Out of City,72067.0,Female,20.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
4048,202501582894,SOF25-3192,2025-10-31 17:26:00,2025,17:26:00,Friday,222,1XXXX North 7th Street,Phoenix,AZ,85022.0,Black Mountain Precinct,72069.0,Male,38.0,30s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Gun,1
4049,202501582968,SOF25-3198,2025-10-31 17:21:00,2025,17:21:00,Friday,812,8XXX West Indianola Avenue,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,72110.0,Male,55.0,50s,White,Hispanic,White,Criminal Felony,Gun,1
4050,202501582968,SOF25-3198,2025-10-31 17:21:00,2025,17:21:00,Friday,812,8XXX West Indianola Avenue,Phoenix,AZ,85037.0,Maryvale/Estrella Precinct,72479.0,Female,51.0,50s,White,Non-Hispanic,White,No Charge,Gun,1
4051,202501579839,SOF25-3215,2025-10-31 23:34:00,2025,23:34:00,Friday,736,3XX East Mcdowell Road,Phoenix,AZ,85004.0,Mountain View Precinct,72166.0,Female,39.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
4052,202501584097,SOF25-3217,2025-10-31 22:45:00,2025,22:45:00,Friday,411,3XXX West Roosevelt Street,Phoenix,AZ,85009.0,South Mountain Precinct,72172.0,Male,19.0,<20,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4053,202501580244,SOF25-3228,2025-10-31 03:00:00,2025,03:00:00,Friday,614,4XXX North 7th Avenue,Phoenix,AZ,85013.0,Desert Horizon Precinct,72239.0,Female,27.0,20s,American Indian / Alaskan Native,Non-Hispanic,Other,Criminal Misdemeanor,Gun,1
4054,202501581367,SOF25-3232,2025-10-31 10:41:00,2025,10:41:00,Friday,511,9XX West Polk Street,Phoenix,AZ,85007.0,Central City Precinct,71974.0,Male,42.0,40s,White,Non-Hispanic,White,No Charge,Gun,1
4055,24001523476,SOF25-3252,2025-10-31 10:40:00,2025,10:40:00,Friday,723,3XXX East Thomas Road,Phoenix,AZ,85018.0,Mountain View Precinct,61068.0,Male,25.0,20s,Black,,Black or African American,Criminal Felony,Gun,1
4056,24001523476,SOF25-3252,2025-10-31 10:40:00,2025,10:40:00,Friday,723,3XXX East Thomas Road,Phoenix,AZ,85018.0,Mountain View Precinct,61070.0,Female,24.0,20s,Black,,Black or African American,Criminal Felony,Gun,1
4057,202501582520,SOF25-3388,2025-10-31 16:00:00,2025,16:00:00,Friday,723,4XXX East Mcdowell Road,Phoenix,AZ,85008.0,Mountain View Precinct,72810.0,Male,17.0,<20,White,Hispanic,White,Criminal Felony,Taser,1
4058,202501583793,SOF25-3389,2025-10-31 21:14:00,2025,21:14:00,Friday,734,2XXX West Thomas Road,Phoenix,AZ,85015.0,Mountain View Precinct,72812.0,Male,28.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4059,202501584938,SOF25-3172,2025-11-01 02:12:00,2025,02:12:00,Saturday,933,2XXX West Bell Road,Phoenix,AZ,85308.0,Cactus Park Precinct,72005.0,Male,29.0,20s,White,Non-Hispanic,White,Criminal Misdemeanor,Gun,1
4060,202501588969,SOF25-3173,2025-11-01 20:52:00,2025,20:52:00,Saturday,933,3XXX West Union Hills Drive,Glendale,AZ,85308.0,Cactus Park Precinct,72015.0,Male,43.0,40s,White,Non-Hispanic,White,No Charge,Gun,1
4061,202501588969,SOF25-3173,2025-11-01 20:52:00,2025,20:52:00,Saturday,933,3XXX West Union Hills Drive,Glendale,AZ,85308.0,Cactus Park Precinct,72017.0,Male,72.0,70s,White,Non-Hispanic,White,No Charge,Gun,1
4062,202501589079,SOF25-3177,2025-11-01 21:16:00,2025,21:16:00,Saturday,912,3XXX West Orange Drive,Phoenix,AZ,85019.0,Cactus Park Precinct,72025.0,Male,44.0,40s,White,Hispanic,White,No Charge,Gun,1
4063,202501585092,SOF25-3193,2025-11-01 02:45:00,2025,02:45:00,Saturday,821,6XXX West Mcdowell Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,24784.0,Male,0.0,<20,,,Other,No Charge,Gun,1
4064,202501586072,SOF25-3195,2025-11-01 10:43:00,2025,10:43:00,Saturday,815,8XXX West Mcdowell Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,72079.0,Male,25.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
4065,202501588944,SOF25-3201,2025-11-01 20:28:00,2025,20:28:00,Saturday,413,3XXX West Pecan Road,Phoenix,AZ,85041.0,South Mountain Precinct,72124.0,Male,31.0,30s,White,,White,No Charge,Gun,1
4066,202501586908,SOF25-3229,2025-11-01 17:41:00,2025,17:41:00,Saturday,623,1XXX West Mountain View Road,Phoenix,AZ,85021.0,Desert Horizon Precinct,69670.0,Female,33.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4067,202501586908,SOF25-3229,2025-11-01 17:41:00,2025,17:41:00,Saturday,623,1XXX West Mountain View Road,Phoenix,AZ,85021.0,Desert Horizon Precinct,72241.0,Male,30.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4068,202501586908,SOF25-3229,2025-11-01 17:41:00,2025,17:41:00,Saturday,623,1XXX West Mountain View Road,Phoenix,AZ,85021.0,Desert Horizon Precinct,72243.0,Female,37.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4069,202501586908,SOF25-3229,2025-11-01 17:41:00,2025,17:41:00,Saturday,623,1XXX West Mountain View Road,Phoenix,AZ,85021.0,Desert Horizon Precinct,72245.0,Female,31.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
4070,202501586908,SOF25-3229,2025-11-01 17:41:00,2025,17:41:00,Saturday,623,1XXX West Mountain View Road,Phoenix,AZ,85021.0,Desert Horizon Precinct,72247.0,Male,52.0,50s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4071,202501586908,SOF25-3229,2025-11-01 17:41:00,2025,17:41:00,Saturday,623,1XXX West Mountain View Road,Phoenix,AZ,85021.0,Desert Horizon Precinct,72249.0,Male,42.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4072,202501586908,SOF25-3229,2025-11-01 17:41:00,2025,17:41:00,Saturday,623,1XXX West Mountain View Road,Phoenix,AZ,85021.0,Desert Horizon Precinct,72251.0,Male,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4073,202501586865,SOF25-3261,2025-11-01 12:56:00,2025,12:56:00,Saturday,513,1XXX East Polk Street,Phoenix,AZ,85006.0,Central City Precinct,59751.0,Male,28.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Taser,1
4074,202501588482,SOF25-3283,2025-11-01 18:54:00,2025,18:54:00,Saturday,512,1XX East Jefferson Street,Phoenix,AZ,85034.0,Central City Precinct,72450.0,Male,47.0,40s,Black,Non-Hispanic,Black or African American,No Charge,Taser,1
4075,202501589056,SOF25-3391,2025-11-01 21:00:00,2025,21:00:00,Saturday,723,3XXX East Mcdowell Road,Phoenix,AZ,85008.0,,72816.0,Male,35.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4076,202501594232,SOF25-3174,2025-11-02 21:42:00,2025,21:42:00,Sunday,933,3XXX West Michelle Drive,Phoenix,AZ,85053.0,Cactus Park Precinct,40462.0,Male,39.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4077,202501593340,SOF25-3175,2025-11-02 18:08:00,2025,18:08:00,Sunday,924,3XXX West Cheryl Drive,Phoenix,AZ,85051.0,Cactus Park Precinct,72019.0,Female,49.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4078,202501594410,SOF25-3179,2025-11-02 22:53:00,2025,22:53:00,Sunday,911,3XXX West Mariposa Street,Phoenix,AZ,85017.0,Cactus Park Precinct,72012.0,Male,27.0,20s,White,Hispanic,White,No Charge,Gun,1
4079,202501594093,SOF25-3181,2025-11-02 21:10:00,2025,21:10:00,Sunday,911,2XXX West Glenrosa Avenue,Phoenix,AZ,85013.0,Cactus Park Precinct,72034.0,Male,27.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
4080,202501589599,SOF25-3196,2025-11-02 23:03:00,2025,23:03:00,Sunday,823,4XXX West Indian School Road,Phoenix,AZ,85015.0,Maryvale/Estrella Precinct,72084.0,Male,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4081,202501590249,SOF25-3251,2025-11-02 02:05:00,2025,02:05:00,Sunday,613,1XXX West Pierson Street,Phoenix,AZ,85017.0,Desert Horizon Precinct,72216.0,Male,39.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4082,20251594568,SOF26-0023,2025-11-02 00:18:00,2025,00:18:00,Sunday,Maricopa,5XXX West Siesta Way,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,72663.0,Male,14.0,<20,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4083,20251594568,SOF26-0023,2025-11-02 00:18:00,2025,00:18:00,Sunday,Maricopa,5XXX West Siesta Way,Laveen,AZ,85339.0,Maryvale/Estrella Precinct,73813.0,Male,3.0,<20,White,Hispanic,White,Criminal Felony,Gun,1
4084,202501594055,SOF25-3200,2025-11-03 20:50:00,2025,20:50:00,Monday,814,6XXX West Crittenden Lane,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,72116.0,Male,30.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
4085,202501594055,SOF25-3200,2025-11-03 20:50:00,2025,20:50:00,Monday,814,6XXX West Crittenden Lane,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,72118.0,Male,38.0,30s,White,Hispanic,White,No Charge,Gun,1
4086,202501597920,SOF25-3202,2025-11-03 16:33:00,2025,16:33:00,Monday,423,2XXX East Southern Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,72128.0,Male,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Irritants,1
4087,202501595464,SOF25-3205,2025-11-03 14:38:00,2025,14:38:00,Monday,212,"5XXX W. Dove Valley Road, Phoenix Arizona 85085",Phoenix,AZ,85085.0,Black Mountain Precinct,72136.0,Male,26.0,20s,White,Hispanic,White,No Charge,Gun,1
4088,202501596859,SOF25-3254,2025-11-03 12:40:00,2025,12:40:00,Monday,622,1XXXX North 7th Street,Phoenix,AZ,85022.0,Desert Horizon Precinct,72340.0,Male,53.0,50s,White,Non-Hispanic,White,No Charge,Impact Munitions,1
4089,250001585002,SOF25-3257,2025-11-03 15:00:00,2025,15:00:00,Monday,615,1XXX East Camelback Road,Phoenix,AZ,85251.0,Desert Horizon Precinct,72323.0,Female,20.0,20s,White,Non-Hispanic,White,No Charge,Gun,1
4090,250001585002,SOF25-3257,2025-11-03 15:00:00,2025,15:00:00,Monday,615,1XXX East Camelback Road,Phoenix,AZ,85251.0,Desert Horizon Precinct,72344.0,Male,21.0,20s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4091,250001219092,SOF25-3268,2025-11-03 09:30:00,2025,09:30:00,Monday,512,8XX North 4th Street,Phoenix,AZ,85004.0,Central City Precinct,28569.0,Male,29.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4092,202501595063,SOF25-3296,2025-11-03 04:26:00,2025,04:26:00,Monday,512,,,AZ,,Central City Precinct,72014.0,Male,62.0,60s,White,Hispanic,White,Criminal Felony,Gun,1
4093,202501599313,SOF25-3304,2025-11-03 21:50:00,2025,21:50:00,Monday,622,2XX East Foothill Drive,Phoenix,AZ,85020.0,Desert Horizon Precinct,72524.0,Male,34.0,30s,White,Hispanic,White,Criminal Misdemeanor,Gun,1
4094,202501598153,SOF25-3392,2025-11-03 17:20:00,2025,17:20:00,Monday,733,1XXX East Fairmount Avenue,Phoenix,AZ,85014.0,Mountain View Precinct,53173.0,Male,42.0,40s,White,Non-Hispanic,White,Criminal Misdemeanor,Gun,1
4095,202501599941,SOF25-3194,2025-11-04 00:00:00,2025,00:00:00,Tuesday,911,4XXX North 27th Avenue,Phoenix,AZ,85017.0,Cactus Park Precinct,72078.0,Male,23.0,20s,White,Non-Hispanic,White,No Charge,Gun,1
4096,202501599373,SOF25-3206,2025-11-04 22:20:00,2025,22:20:00,Tuesday,422,7XX East Southern Avenue,Phoenix,AZ,85040.0,South Mountain Precinct,72141.0,Male,31.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4097,202501547352,SOF25-3210,2025-11-04 11:46:00,2025,11:46:00,Tuesday,413,9XXX South 10th Avenue,Phoenix,AZ,85041.0,South Mountain Precinct,51743.0,Male,33.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4098,202501599630,SOF25-3216,2025-11-04 23:49:00,2025,23:49:00,Tuesday,814,2XXX North 72nd Drive,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,72170.0,Male,24.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
4099,202501603084,SOF25-3221,2025-11-04 17:45:00,2025,17:45:00,Tuesday,815,7XXX Encanto Boulevard,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,72222.0,Male,28.0,20s,Black,,Black or African American,Criminal Felony,Gun,1
4100,202501604394,SOF25-3250,2025-11-04 23:35:00,2025,23:35:00,Tuesday,624,8XX East Hatcher Road,Phoenix,AZ,85020.0,Desert Horizon Precinct,72221.0,Male,36.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4101,250001585217,SOF25-3255,2025-11-04 07:40:00,2025,07:40:00,Tuesday,221,1XXXX North 15th Avenue,Phoenix,AZ,85029.0,Black Mountain Precinct,72342.0,Male,18.0,<20,White,Non-Hispanic,White,Criminal Felony,Gun,1
4102,250001598322,SOF25-3262,2025-11-04 15:00:00,2025,15:00:00,Tuesday,516,1XXX East Van Buren Street,Phoenix,AZ,85006.0,Central City Precinct,22938.0,Male,32.0,30s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4103,202501602150,SOF25-3305,2025-11-04 16:28:00,2025,16:28:00,Tuesday,613,1XXX West Camelback Road,Phoenix,AZ,85015.0,Desert Horizon Precinct,72526.0,Male,56.0,50s,White,Non-Hispanic,White,Criminal Felony,Impact Munitions,1
4104,202501604396,SOF25-3315,2025-11-04 23:45:00,2025,23:45:00,Tuesday,611,1XXX West Rovey Avenue,Phoenix,AZ,85015.0,Desert Horizon Precinct,72564.0,Male,21.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
4105,250001568168,SOF25-3442,2025-11-04 10:32:00,2025,10:32:00,Tuesday,Maricopa,5XXX North 99th Avenue,Glendale,AZ,85305.0,Maryvale/Estrella Precinct,72945.0,Male,19.0,<20,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4106,202501601398,SOF25-3211,2025-11-05 11:41:00,2025,11:41:00,Wednesday,414,1XXX West Estes Way,Phoenix,AZ,85041.0,South Mountain Precinct,51743.0,Male,33.0,30s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
4107,202501607601,SOF25-3212,2025-11-05 16:29:00,2025,16:29:00,Wednesday,411,3XXX West Lincoln Street,Phoenix,AZ,85009.0,South Mountain Precinct,72154.0,Male,21.0,20s,White,Hispanic,White,No Charge,Gun,1
4108,202501604342,SOF25-3213,2025-11-05 23:07:00,2025,23:07:00,Wednesday,733,3XXX North 16th Street,Phoenix,AZ,85016.0,Mountain View Precinct,59829.0,Male,43.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4109,202501604342,SOF25-3213,2025-11-05 23:07:00,2025,23:07:00,Wednesday,733,3XXX North 16th Street,Phoenix,AZ,85016.0,Mountain View Precinct,72161.0,Female,20.0,20s,Black,Non-Hispanic,Black or African American,No Charge,Gun,1
4110,202501605608,SOF25-3218,2025-11-05 10:00:00,2025,10:00:00,Wednesday,814,4XXX North 79th Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,72174.0,Female,33.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
4111,202501605608,SOF25-3218,2025-11-05 10:00:00,2025,10:00:00,Wednesday,814,4XXX North 79th Avenue,Phoenix,AZ,85033.0,Maryvale/Estrella Precinct,72176.0,Male,42.0,40s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4112,202501605818,SOF25-3219,2025-11-05 10:00:00,2025,10:00:00,Wednesday,815,2XXX North 75th Avenue,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,72193.0,Male,25.0,20s,White,Hispanic,White,Criminal Felony,Gun,1
4113,202501607537,SOF25-3222,2025-11-05 16:52:00,2025,16:52:00,Wednesday,815,7XXX West Mcdowell Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,36987.0,Female,26.0,20s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
4114,202501607537,SOF25-3222,2025-11-05 16:52:00,2025,16:52:00,Wednesday,815,7XXX West Mcdowell Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,72224.0,Female,26.0,20s,White,Hispanic,White,Criminal Misdemeanor,Gun,1
4115,202501607537,SOF25-3222,2025-11-05 16:52:00,2025,16:52:00,Wednesday,815,7XXX West Mcdowell Road,Phoenix,AZ,85035.0,Maryvale/Estrella Precinct,72226.0,Male,32.0,30s,White,Hispanic,White,Criminal Felony,Gun,1
4116,250001477124,SOF25-3263,2025-11-05 15:44:00,2025,15:44:00,Wednesday,Maricopa,1XXXX West Hess Street,Tolleson,AZ,85353.0,Out of City,21906.0,Male,29.0,20s,White,Hispanic,Hispanic,Criminal Felony,Gun,1
4117,250001595306,SOF25-3264,2025-11-05 06:46:00,2025,06:46:00,Wednesday,832,6XXX West Hess Street,Phoenix,AZ,85043.0,Maryvale/Estrella Precinct,72361.0,Male,25.0,20s,Asian / Pacific Islander,Non-Hispanic,Other,Criminal Felony,Gun,1
4118,250001595306,SOF25-3264,2025-11-05 06:46:00,2025,06:46:00,Wednesday,832,6XXX West Hess Street,Phoenix,AZ,85043.0,Maryvale/Estrella Precinct,72363.0,Male,50.0,50s,Asian / Pacific Islander,Non-Hispanic,Other,No Charge,Gun,1
4119,202501604303,SOF25-3314,2025-11-05 02:21:00,2025,02:21:00,Wednesday,624,5XX East Hatcher Road,Phoenix,AZ,85020.0,Desert Horizon Precinct,72562.0,Male,34.0,30s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4120,250001568699,SOF25-3365,2025-11-05 10:34:00,2025,10:34:00,Wednesday,932,4XXX West Thunderbird Road,Phoenix,AZ,85053.0,Cactus Park Precinct,72724.0,Male,27.0,20s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4121,250001568699,SOF25-3365,2025-11-05 10:34:00,2025,10:34:00,Wednesday,932,4XXX West Thunderbird Road,Phoenix,AZ,85053.0,Cactus Park Precinct,72726.0,Female,42.0,40s,White,Non-Hispanic,White,Criminal Felony,Gun,1
4122,250001568699,SOF25-3365,2025-11-05 10:34:00,2025,10:34:00,Wednesday,932,4XXX West Thunderbird Road,Phoenix,AZ,85053.0,Cactus Park Precinct,72729.0,Male,59.0,50s,Black,Non-Hispanic,Black or African American,Criminal Felony,Gun,1
4123,202501607150,SOF25-3393,2025-11-05 15:15:00,2025,15:15:00,Wednesday,725,2XXX East Adams Street,Phoenix,AZ,85034.0,Mountain View Precinct,71910.0,Female,51.0,50s,Black,Non-Hispanic,Black or African American,Criminal Misdemeanor,Impact Munitions,1
4124,202501597499,SOF25-3395,2025-11-05 16:12:00,2025,16:12:00,Wednesday,724,4XXX East Virginia Avenue,Phoenix,AZ,85008.0,Mountain View Precinct,72820.0,,0.0,<20,,,Other,Criminal Felony,Gun,1
4125,202500027277,SOF25-3396,2025-11-05 14:45:00,2025,14:45:00,Wednesday,Maricopa,1XXXX Lea Lane,Surprise,AZ,85374.0,,72822.0,,0.0,<20,,,Other,Criminal Felony,Gun,1
4126,202501608582,SOF25-3397,2025-11-05 20:08:00,2025,20:08:00,Wednesday,735,3XX East Osborn Road,Phoenix,AZ,85012.0,Mountain View Precinct,72824.0,Male,54.0,50s,White,Non-Hispanic,White,Criminal Misdemeanor,Impact Munitions,1
4127,202501613839,SOF25-3220,2025-11-06 22:39:00,2025,22:39:00,Thursday,931,3XXX West Thunderbird Road,Phoenix,AZ,85053.0,Cactus Park Precinct,72214.0,Male,52.0,50s,Asian / Pacific Islander,Non-Hispanic,Other,Criminal Felony,Gun,1
